voyageID,voyage,port,whaling_ground,sealing_ground,year,whales,whale_oil,seals,seal_oil,whales_other,source,masterID,master_unc,master,vesselID,vessel,vessel_type,tonnage,notes
SV0975,Earl Percy : 1816,Kirkcaldy,East Greenland,Only whaling,1816,21,135,,,,,SM0121,,"Cunningham, T",SS073,Earl Percy,sailing vessel,319,
SV1012,Ellen : 1816,Kirkwall,East Greenland,Only whaling,1816,9,150,,,,,SM0433,,"Spence, J",SS085,Ellen,sailing vessel,,
SV0984,Eliza Swan : 1816,Montrose,East Greenland,Only whaling,1816,4,55,,,,,SM0540,,"Young, J",SS083,Eliza Swan,sailing vessel,306,
SV0985,London : 1816,Montrose,East Greenland,Only whaling,1816,16,80,,,,,SM0388,,"Robertson, R",SS164,London,sailing vessel,345,
SV0986,Monarch : 1816,Montrose,East Greenland,Only whaling,1816,6,85,,,,,SM0538,,"Young, A",SS180,Monarch,sailing vessel,311,
SV0987,Spencer : 1816,Montrose,East Greenland,Only whaling,1816,18,120,,,,,SM0238,,"Keith, A",SS248,Spencer,sailing vessel,340,
SV1002,Active : 1816,Peterhead,East Greenland,Only whaling,1816,21,133,,,,,SM0189,,"Gray, D",SS004,Active,sailing vessel,311,
SV1003,Dexterity : 1816,Peterhead,East Greenland,Only whaling,1816,16,101,,,,,SM0180,,"Geary, A",SS059,Dexterity,sailing vessel,321,
SV1004,Enterprize : 1816,Peterhead,East Greenland,Only whaling,1816,15,98,,,,,SM0361,,"Philips, T",SS089,Enterprize,sailing vessel,290,
SV1005,Hope : 1816,Peterhead,East Greenland,Only whaling,1816,10,61,,,,,SM0391,,"Robertson, W",SS125,Hope,sailing vessel,242,
SV1006,Perseverance : 1816,Peterhead,East Greenland,Only whaling,1816,6,67,,,,,SM0357,,"Penny, W",SS200,Perseverance,sailing vessel,240,
SV1007,Resolution : 1816,Peterhead,East Greenland,Only whaling,1816,13,164,,,,,SM0429,,"Souter, J",SS228,Resolution,sailing vessel,400,
SV1008,Superior : 1816,Peterhead,East Greenland,Only whaling,1816,16,120,,,,,SM0289,?,"Manson, P",SS256,Superior,sailing vessel,306,
SV1009,Union : 1816,Peterhead,East Greenland,Only whaling,1816,16,121,,,,,SM0283,,"Mackie, T",SS280,Union,sailing vessel,224,
SV1037,Bon Accord : 1817,Aberdeen,Davis Strait,Only whaling,1817,12,163,,,,,SM0349,,"Parker, J",SS033,Bon Accord,sailing vessel,363,
SV1039,Dee : 1817,Aberdeen,East Greenland,East Greenland,1817,3,56,35,,,,SM0306,,"Mckinnon, F",SS057,Dee,sailing vessel,319,
SV1038,Diamond : 1817,Aberdeen,East Greenland,Only whaling,1817,3,39,,,,,SM0484,,"Thompson, H",SS060,Diamond,sailing vessel,371,
SV1040,Don : 1817,Aberdeen,East Greenland,East Greenland,1817,6,86,39,,,,SM0108,,"Craig, A",SS064,Don,sailing vessel,333,
SV1042,Elbe : 1817,Aberdeen,Davis Strait,Only whaling,1817,8,123,,,,,SM0539,,"Young, G",SS080,Elbe,sailing vessel,212,
SV1041,Elizabeth : 1817,Aberdeen,Davis Strait,Only whaling,1817,6,88,,,,,SM0497,,"Valentine, G",SS084,Elizabeth,sailing vessel,310,"Note: First, with Muirhead,  to open Baffin Bay grounds - richly rewarded."
SV1043,Hercules : 1817,Aberdeen,East Greenland,East Greenland,1817,3,44,60,,,,SM0424,,"Small, R",SS119,Hercules,sailing vessel,248,
SV1044,Jane : 1817,Aberdeen,East Greenland,Only whaling,1817,0,0,,,,,SM0335,,"Newton, J",SS138,Jane,sailing vessel,278,Clean.
SV1045,Letita : 1817,Aberdeen,East Greenland,East Greenland,1817,1,17,368,,,,SM0191,,"Gray, J",SS157,Letita,sailing vessel,318,
SV1046,Middleton : 1817,Aberdeen,East Greenland,East Greenland,1817,1,17,28,,,,SM0063,,"Brown, J",SS177,Middleton,sailing vessel,329,
SV1047,Middleton : 1817,Aberdeen,Davis Strait,Only whaling,1817,1,14,,,,,SM0044,,"Baxter, A",SS178,Middleton,sailing vessel,294,
SV1048,Neptune : 1817,Aberdeen,East Greenland,Only whaling,1817,0,0,,,,,SM0157,,"Drysdale, D",SS186,Neptune,sailing vessel,282,Clean.
SV1049,Princess of Wales : 1817,Aberdeen,East Greenland,East Greenland,1817,1,14,138,,,,SM0334,,"Nairn, W",SS216,Princess of Wales,sailing vessel,308,
SV1050,St Andrew : 1817,Aberdeen,East Greenland,Only whaling,1817,2,27,,,,,SM0374,,"Reid, J",SS250,St Andrew,sailing vessel,313,
SV1061,Triad : 1817,Banff,East Greenland,East Greenland,1817,7,78,30,,,,SM0423,,"Slater, A",SS273,Triad,sailing vessel,282,
SV1020,Home Castle : 1817,Borrowstouneness,Davis Strait,Only whaling,1817,8,122,,,,,SM0512,,"Wallace, W",SS124,Home Castle,sailing vessel,311,
SV1015,Juno : 1817,Borrowstouneness,East Greenland,Only whaling,1817,8,123,,,,,SM0386,,"Robertson, D",SS149,Juno,sailing vessel,353,
SV1021,Larkins : 1817,Borrowstouneness,Davis Strait,Only whaling,1817,11,147,,,,,SM0327,,"Muirhead, G",SS158,Larkins,sailing vessel,416,"Note: First, with Valentine, Aberdeen, to open Baffin Bay grounds - richly rewarded for his inititive."
SV1022,Rattler : 1817,Borrowstouneness,Davis Strait,Only whaling,1817,7,110,,,,,SM0454,,"Stodart, R",SS224,Rattler,sailing vessel,349,
SV1023,Success : 1817,Borrowstouneness,Davis Strait,Only whaling,1817,2,30,,,,,SM0482,,"Thompson, J",SS255,Success,sailing vessel,305,
SV1025,Advice : 1817,Dundee,Davis Strait,East Greenland,1817,8,101,9,,,,SM0523,,"Webster, L",SS007,Advice,sailing vessel,324,
SV1026,Calypso : 1817,Dundee,East Greenland,Only whaling,1817,7,99,,,,,SM0488,,"Thoms, G",SS041,Calypso,sailing vessel,306,
SV1027,Estridge : 1817,Dundee,East Greenland,East Greenland,1817,3,25,3,,,,SM0051,,"Birnie, J",SS096,Estridge,sailing vessel,312,
SV1028,Friendship : 1817,Dundee,Davis Strait,Only whaling,1817,13,160,,,,,SM0225,,"Ireland, J",SS104,Friendship,sailing vessel,304,
SV1029,Horn : 1817,Dundee,Davis Strait,Only whaling,1817,11,168,,,,,SM0498,,"Valentine, W",SS128,Horn,sailing vessel,368,
SV1030,Mary Ann : 1817,Dundee,Davis Strait,Only whaling,1817,12,179,,,,,SM0155,,"Deuchers, W",SS174,Mary Ann,sailing vessel,304,
SV1031,Tay : 1817,Dundee,Davis Strait,Only whaling,1817,9,111,,,,,SM0006,,"Adamson, W",SS260,Tay,sailing vessel,364,
SV1032,Three Brothers : 1817,Dundee,Davis Strait,Only whaling,1817,11,148,,,,,SM0174,,"Foreman, R",SS270,Three Brothers,sailing vessel,339,
SV1014,Dexterity : 1817,Edinburgh/Leith,Davis Strait,Only whaling,1817,5,71,,,,,SM0137,,"Davidson, D",SS058,Dexterity,sailing vessel,397,"50 sailings, an increase of 1 - slight trend towards DS where catches are again good, while ships at EG are less successful. "
SV1016,Raith : 1817,Edinburgh/Leith,Davis Strait,Only whaling,1817,5,66,,,,,SM0038,,"Bailie, P",SS220,Raith,sailing vessel,295,
SV1017,Royal Bounty : 1817,Edinburgh/Leith,East Greenland,Only whaling,1817,4,53,,,,,SM0158,?,"Drysdale, D",SS236,Royal Bounty,sailing vessel,282,
SV1018,Thomas and Ann : 1817,Edinburgh/Leith,Davis Strait,Only whaling,1817,2,25,,,,,SM0335,,"Newton, J",SS269,Thomas and Ann,sailing vessel,338,
SV1019,William and Ann : 1817,Edinburgh/Leith,Davis Strait,Only whaling,1817,5,59,,,,,SM0142,,"Davidson, T",SS287,William and Ann,sailing vessel,364,
SV1063,John : 1817,Greenock,East Greenland,Only whaling,1817,1,20,,,,,SM0228,,"Jackson, T",SS146,John,sailing vessel,316,
SV1024,Earl Percy : 1817,Kirkcaldy,Davis Strait,Only whaling,1817,8,118,,,,,SM0121,,"Cunningham, T",SS073,Earl Percy,sailing vessel,319,
SV1062,Ellen : 1817,Kirkwall,East Greenland,East Greenland,1817,3,45,131,,,,SM0433,,"Spence, J",SS085,Ellen,sailing vessel,274,
SV1033,Eliza Swan : 1817,Montrose,East Greenland,East Greenland,1817,3,42,55,,,,SM0540,,"Young, J",SS083,Eliza Swan,sailing vessel,306,
SV1034,London : 1817,Montrose,East Greenland,East Greenland,1817,3,39,21,,,,SM0388,,"Robertson, R",SS164,London,sailing vessel,345,
SV1035,Monarch : 1817,Montrose,East Greenland,East Greenland,1817,3,44,108,,,,SM0538,,"Young, A",SS180,Monarch,sailing vessel,311,
SV1036,Spencer : 1817,Montrose,East Greenland,Only whaling,1817,0,0,,,,,SM0238,,"Keith, A",SS248,Spencer,sailing vessel,340,Clean.
SV1051,Active : 1817,Peterhead,East Greenland,Only whaling,1817,5,29,,,,,SM0189,,"Gray, D",SS004,Active,sailing vessel,311,
SV1052,Alert : 1817,Peterhead,East Greenland,East Greenland,1817,8,104,44,,,,SM0357,,"Penny, W",SS011,Alert,sailing vessel,314,Tonnage 'added' to Bounty Payment certificate.
SV1053,Dexterity : 1817,Peterhead,East Greenland,East Greenland,1817,11,102,24,,,,SM0180,,"Geary, A",SS059,Dexterity,sailing vessel,321,
SV1054,Enterprize : 1817,Peterhead,East Greenland,Only whaling,1817,9,110,,,,,SM0361,?,"Philip, T",SS089,Enterprize,sailing vessel,290,
SV1055,Gleaner : 1817,Peterhead,East Greenland,Only whaling,1817,0,0,,,,,SM0412,,"Shand, J",SS110,Gleaner,sailing vessel,262,Clean.
SV1056,Hope : 1817,Peterhead,East Greenland,Only whaling,1817,9,103,,,,,SM0391,,"Robertson, W",SS125,Hope,sailing vessel,242,
SV1057,Perseverance : 1817,Peterhead,East Greenland,Only whaling,1817,7,94,,,,,SM0318,,"Milne, W",SS200,Perseverance,sailing vessel,240,
SV1058,Resolution : 1817,Peterhead,East Greenland,Only whaling,1817,7,95,,,,,SM0466,,"Sutter, J",SS228,Resolution,sailing vessel,400,
SV1059,Superior : 1817,Peterhead,East Greenland,Only whaling,1817,1,7,,,,,SM0289,,"Manson, D",SS256,Superior,sailing vessel,306,
SV1060,Union : 1817,Peterhead,East Greenland,Only whaling,1817,7,82,,,,,SM0283,,"Mackie, T",SS280,Union,sailing vessel,224,
SV1088,Bon Accord : 1818,Aberdeen,Davis Strait,Only whaling,1818,16,190,,,,,SM0349,,"Parker, J",SS033,Bon Accord,sailing vessel,363,
SV1089,Dee : 1818,Aberdeen,East Greenland,Only whaling,1818,4,63,,,,,SM0277,,"M'Kinnon, L",SS057,Dee,sailing vessel,319,
SV1090,Diamond : 1818,Aberdeen,East Greenland,Only whaling,1818,4,65,,,,,SM0484,,"Thompson, H",SS060,Diamond,sailing vessel,371,
SV1091,Don : 1818,Aberdeen,East Greenland,Only whaling,1818,9,69,,,,,SM0108,,"Craig, A",SS064,Don,sailing vessel,333,
SV1092,Elbe : 1818,Aberdeen,Davis Strait,Only whaling,1818,0,0,,,,,SM0539,,"Young, G",SS080,Elbe,sailing vessel,212,Stranded on outward passage.
SV1093,Elizabeth : 1818,Aberdeen,Davis Strait,Only whaling,1818,6,84,,,,,SM0497,,"Valentine, G",SS084,Elizabeth,sailing vessel,310,
SV1094,Hercules : 1818,Aberdeen,East Greenland,Only whaling,1818,7,100,,,,,SM0424,,"Small, R",SS119,Hercules,sailing vessel,248,
SV1095,Jane : 1818,Aberdeen,East Greenland,Only whaling,1818,10,122,,,,,SM0335,,"Newton, J",SS138,Jane,sailing vessel,278,
SV1096,Letita : 1818,Aberdeen,East Greenland,Only whaling,1818,3,25,,,,,SM0191,,"Gray, J",SS157,Letita,sailing vessel,318,
SV1097,Middleton : 1818,Aberdeen,East Greenland,Only whaling,1818,12,157,,,,,SM0063,,"Brown, J",SS177,Middleton,sailing vessel,329,
SV1098,Middleton : 1818,Aberdeen,Davis Strait,Only whaling,1818,2,30,,,,,SM0044,,"Baxter, A",SS178,Middleton,sailing vessel,294,
SV1099,Neptune : 1818,Aberdeen,East Greenland,Only whaling,1818,6,75,,,,,SM0157,,"Drysdale, D",SS186,Neptune,sailing vessel,282,
SV1100,Princess of Wales : 1818,Aberdeen,East Greenland,Only whaling,1818,3,59,,,,,SM0334,,"Nairn, W",SS216,Princess of Wales,sailing vessel,308,
SV1101,St Andrew : 1818,Aberdeen,East Greenland,Only whaling,1818,9,93,,,,,SM0374,,"Reid, J",SS250,St Andrew,sailing vessel,313,
SV1114,Triad : 1818,Banff,East Greenland,Only whaling,1818,2,16,,,,,SM0379,,"Ridley, T",SS273,Triad,sailing vessel,282,
SV1070,Home Castle : 1818,Borrowstouneness,Davis Strait,Only whaling,1818,5,68,,,,,SM0511,,"Wallace, G",SS124,Home Castle,sailing vessel,311,
SV1071,Juno : 1818,Borrowstouneness,East Greenland,Only whaling,1818,11,116,,,,,SM0386,,"Robertson, D",SS149,Juno,sailing vessel,353,
SV1072,Larkins : 1818,Borrowstouneness,Davis Strait,Only whaling,1818,10,130,,,,,SM0327,,"Muirhead, G",SS158,Larkins,sailing vessel,416,"Note: Again, passed Parry while en route north, with others, into the North Water, thus opening the Baffin Bay grounds (as above). What had been essentially an ice edge operation now required a passage across Melville Bay between the offshore pack and land fast ice which winds and currents often forced together nipping the ship (see saw), and occurring well beyond assistance except what could be offered by members of the fleet nearby, and sometimes west Greenland natives to the south"
SV1066,Rattler : 1818,Borrowstouneness,Davis Strait,Only whaling,1818,6,66,,,,,SM0454,,"Stodart, R",SS224,Rattler,sailing vessel,349,
SV1073,Success : 1818,Borrowstouneness,Davis Strait,Only whaling,1818,3,38,,,,,SM0482,,"Thompson, J",SS255,Success,sailing vessel,305,
SV1076,Advice : 1818,Dundee,Davis Strait,Only whaling,1818,3,38,,,,,SM0523,,"Webster, L",SS007,Advice,sailing vessel,324,
SV1077,Calypso : 1818,Dundee,East Greenland,Only whaling,1818,7,86,,,,,SM0488,,"Thoms, G",SS041,Calypso,sailing vessel,306,
SV1078,Estridge : 1818,Dundee,Davis Strait,Only whaling,1818,2,24,,,,,SM0152,,"Deuchers, G",SS096,Estridge,sailing vessel,312,
SV1079,Friendship : 1818,Dundee,Davis Strait,Only whaling,1818,6,76,,,,,SM0225,,"Ireland, J",SS104,Friendship,sailing vessel,304,Was a prize 'made free.'
SV1080,Horn : 1818,Dundee,Davis Strait,Only whaling,1818,7,102,,,,,SM0498,,"Valentine, W",SS128,Horn,sailing vessel,368,
SV1081,Mary Ann : 1818,Dundee,Davis Strait,Only whaling,1818,2,25,,,,,SM0155,,"Deuchers, W",SS174,Mary Ann,sailing vessel,304,
SV1082,Tay : 1818,Dundee,Davis Strait,Only whaling,1818,2,35,,,,,SM0006,,"Adamson, W",SS260,Tay,sailing vessel,364,
SV1083,Three Brothers : 1818,Dundee,Davis Strait,Only whaling,1818,3,42,,,,,SM0174,,"Foreman, R",SS270,Three Brothers,sailing vessel,339,
SV1064,Dexterity : 1818,Edinburgh/Leith,Davis Strait,Only whaling,1818,14,161,,,,,SM0290,,"Marr, D",SS058,Dexterity,sailing vessel,397,
SV1065,Raith : 1818,Edinburgh/Leith,Davis Strait,Only whaling,1818,11,142,,,,,SM0160,,"Duncan, W",SS220,Raith,sailing vessel,295,
SV1067,Royal Bounty : 1818,Edinburgh/Leith,East Greenland,Only whaling,1818,3,30,,,,,SM0380,,"Ritch, J",SS236,Royal Bounty,sailing vessel,282,
SV1068,Thomas and Ann : 1818,Edinburgh/Leith,Davis Strait,Only whaling,1818,3,45,,,,,SM0008,,"Aitken, T",SS269,Thomas and Ann,sailing vessel,338,
SV1069,William and Ann : 1818,Edinburgh/Leith,Davis Strait,Only whaling,1818,0,0,,,,,SM0142,,"Davidson, T",SS287,William and Ann,sailing vessel,364,Clean.
SV1116,John : 1818,Greenock,East Greenland,Only whaling,1818,31,214,,,,,SM0228,,"Jackson, T",SS146,John,sailing vessel,316,
SV1074,Earl Percy : 1818,Kirkcaldy,East Greenland,Only whaling,1818,12,154,,,,,SM0121,,"Cunningham, T",SS073,Earl Percy,sailing vessel,319,
SV1075,Sisters : 1818,Kirkcaldy,Davis Strait,Only whaling,1818,3,45,,,,,SM0415,,"Sime, W",SS243,Sisters,sailing vessel,303,
SV1115,Ellen : 1818,Kirkwall,East Greenland,Only whaling,1818,6,90,,,,,SM0433,,"Spence, J",SS085,Ellen,sailing vessel,274,
SV1084,Eliza Swan : 1818,Montrose,East Greenland,Only whaling,1818,7,83,,,,,SM0051,,"Birnie, J",SS083,Eliza Swan,sailing vessel,306,
SV1085,London : 1818,Montrose,East Greenland,Only whaling,1818,18,144,,,,,SM0388,,"Robertson, R",SS164,London,sailing vessel,345,
SV1086,Monarch : 1818,Montrose,East Greenland,Only whaling,1818,8,115,,,,,SM0538,,"Young, A",SS180,Monarch,sailing vessel,311,
SV1087,Spencer : 1818,Montrose,East Greenland,Only whaling,1818,9,96,,,,,SM0238,,"Keith, A",SS248,Spencer,sailing vessel,340,
SV1102,Active : 1818,Peterhead,East Greenland,East Greenland,1818,21,127,90,,,,SM0189,,"Gray, D",SS004,Active,sailing vessel,311,
SV1103,Alert : 1818,Peterhead,East Greenland,Only whaling,1818,12,204,,,,,SM0357,,"Penny, W",SS011,Alert,sailing vessel,314,
SV1104,Alpheus : 1818,Peterhead,East Greenland,Only whaling,1818,8,97,,,,,SM0159,,"Duncan, A",SS021,Alpheus,sailing vessel,254,
SV1105,Dexterity : 1818,Peterhead,East Greenland,Only whaling,1818,13,107,,,,,SM0180,,"Geary, A",SS059,Dexterity,sailing vessel,321,
SV1106,Enterprize : 1818,Peterhead,East Greenland,Only whaling,1818,15,106,,,,,SM0359,,"Philip, J",SS089,Enterprize,sailing vessel,290,"Note: Trend emerging of P'head sending out smaller ships to the nearer, cheaper and safer EG grounds - vessels better suited for sealing when whales began to decline. This would become a differentiating feature between Dundee and that port – a reflection of their respective economies."
SV1107,Gleaner : 1818,Peterhead,East Greenland,Only whaling,1818,5,46,,,,,SM0412,,"Shand, J",SS110,Gleaner,sailing vessel,262,
SV1108,Hope : 1818,Peterhead,East Greenland,Only whaling,1818,3,36,,,,,SM0391,,"Robertson, W",SS125,Hope,sailing vessel,242,
SV1109,Jean : 1818,Peterhead,East Greenland,Only whaling,1818,3,33,,,,,SM0068,,"Bruce, R",SS145,Jean,sailing vessel,236,
SV1110,Perseverance : 1818,Peterhead,East Greenland,Only whaling,1818,30,153,,,,,SM0318,,"Milne, W",SS200,Perseverance,sailing vessel,240,Note: Depletion of eg stock.
SV1111,Resolution : 1818,Peterhead,East Greenland,Only whaling,1818,11,175,,,,,SM0466,,"Suttar, J",SS228,Resolution,sailing vessel,400,
SV1112,Superior : 1818,Peterhead,East Greenland,Only whaling,1818,8,41,,,,,SM0289,,"Manson, D",SS256,Superior,sailing vessel,306,
SV1113,Union : 1818,Peterhead,East Greenland,Only whaling,1818,6,94,,,,,SM0283,,"Mackie, T",SS280,Union,sailing vessel,224,
SV1142,Alexander : 1819,Aberdeen,East Greenland,East Greenland,1819,3,22,10,,,,SM0157,,"Drysdale, D",SS014,Alexander,sailing vessel,232,
SV1143,Bon Accord : 1819,Aberdeen,Davis Strait,Only whaling,1819,15,160,,,,,SM0349,,"Parker, J",SS033,Bon Accord,sailing vessel,363,
SV1144,Dee : 1819,Aberdeen,East Greenland,Only whaling,1819,7,70,,,,,SM0063,,"Brown, J",SS057,Dee,sailing vessel,319,
SV1145,Diamond : 1819,Aberdeen,East Greenland,Only whaling,1819,0,0,,,,,SM0424,,"Small, R",SS060,Diamond,sailing vessel,371,Lost - crew saved.
SV1146,Don : 1819,Aberdeen,East Greenland,East Greenland,1819,7,70,33,,,,SM0108,,"Craig, A",SS064,Don,sailing vessel,333,
SV1147,Elizabeth : 1819,Aberdeen,Davis Strait,Only whaling,1819,11,120,,,,,SM0497,,"Valentine, G",SS084,Elizabeth,sailing vessel,310,
SV1148,Hercules : 1819,Aberdeen,East Greenland,Only whaling,1819,4,23,,,,,SM0223,,"Inglis, G",SS119,Hercules,sailing vessel,248,
SV1149,Jane : 1819,Aberdeen,East Greenland,East Greenland,1819,2,27,65,,,,SM0095,,"Christie, T",SS138,Jane,sailing vessel,278,
SV1150,Letita : 1819,Aberdeen,Davis Strait,Only whaling,1819,12,154,,,,,SM0098,,"Clark, J",SS157,Letita,sailing vessel,318,
SV1152,Middleton : 1819,Aberdeen,East Greenland,East Greenland,1819,2,13,18,,,,SM0033,,"Armstrong, T",SS177,Middleton,sailing vessel,329,
SV1151,Middleton : 1819,Aberdeen,East Greenland,Only whaling,1819,10,71,,,,,SM0082,,"Cargill, J",SS178,Middleton,sailing vessel,294,
SV1153,Neptune : 1819,Aberdeen,East Greenland,East Greenland,1819,3,28,64,,,,SM0379,,"Ridley, T",SS186,Neptune,sailing vessel,282,
SV1154,Princess of Wales : 1819,Aberdeen,East Greenland,East Greenland,1819,4,68,105,,,,SM0534,,"Woodward, W",SS216,Princess of Wales,sailing vessel,308,
SV1155,St Andrew : 1819,Aberdeen,East Greenland,East Greenland,1819,6,47,16,,,,SM0335,,"Newton, J",SS250,St Andrew,sailing vessel,313,Collided with schooner which sank while leaving harbour.
SV1123,Home Castle : 1819,Borrowstouneness,Davis Strait,Only whaling,1819,13,158,,,,,SM0511,,"Wallace, G",SS124,Home Castle,sailing vessel,311,
SV1124,Juno : 1819,Borrowstouneness,East Greenland,Only whaling,1819,3,28,,,,,SM0386,,"Robertson, D",SS149,Juno,sailing vessel,353,
SV1125,Larkins : 1819,Borrowstouneness,Davis Strait,Only whaling,1819,5,75,,,,,SM0327,,"Muirhead, G",SS158,Larkins,sailing vessel,416,
SV1126,Rattler : 1819,Borrowstouneness,Davis Strait,Only whaling,1819,5,94,,,,,SM0454,,"Stodart, R",SS224,Rattler,sailing vessel,349,
SV1120,Success : 1819,Borrowstouneness,Davis Strait,Only whaling,1819,10,121,,,,,SM0482,,"Thompson, J",SS255,Success,sailing vessel,305,
SV1130,Advice : 1819,Dundee,East Greenland,East Greenland,1819,5,41,12,,,,SM0523,,"Webster, L",SS007,Advice,sailing vessel,324,
SV1131,Calypso : 1819,Dundee,Davis Strait,Only whaling,1819,9,119,,,,,SM0488,,"Thoms, G",SS041,Calypso,sailing vessel,306,
SV1132,Estridge : 1819,Dundee,Davis Strait,Only whaling,1819,10,113,,,,,SM0152,,"Deuchers, G",SS096,Estridge,sailing vessel,312,
SV1133,Friendship : 1819,Dundee,Davis Strait,Only whaling,1819,5,62,,,,,SM0225,,"Ireland, J",SS104,Friendship,sailing vessel,304,
SV1134,Horn : 1819,Dundee,Davis Strait,Only whaling,1819,5,58,,,,,SM0498,,"Valentine, W",SS128,Horn,sailing vessel,368,
SV1135,Mary Ann : 1819,Dundee,Davis Strait,Only whaling,1819,0,0,,,,,SM0155,,"Deuchers, W",SS174,Mary Ann,sailing vessel,304,Lost 7 July in M Bay - crew saved.
SV1136,Tay : 1819,Dundee,Davis Strait,Only whaling,1819,0,0,,,,,SM0006,,"Adamson, W",SS260,Tay,sailing vessel,364,Lost - crew saved.
SV1137,Three Brothers : 1819,Dundee,Davis Strait,Only whaling,1819,4,67,,,,,SM0174,,"Foreman, R",SS270,Three Brothers,sailing vessel,339,
SV1117,Dexterity : 1819,Edinburgh/Leith,Davis Strait,Only whaling,1819,3,38,,,,,SM0290,,"Marr, D",SS058,Dexterity,sailing vessel,397,
SV1118,Raith : 1819,Edinburgh/Leith,Davis Strait,Only whaling,1819,0,0,,,,,SM0160,,"Duncan, W",SS220,Raith,sailing vessel,295,Lost - crew saved.
SV1119,Royal Bounty : 1819,Edinburgh/Leith,Davis Strait,Only whaling,1819,0,0,,,,,SM0380,,"Ritch, J",SS236,Royal Bounty,sailing vessel,282,Lost - crew saved.
SV1121,Thomas and Ann : 1819,Edinburgh/Leith,Davis Strait,Only whaling,1819,0,0,,,,,SM0496,,"Turpin, E",SS269,Thomas and Ann,sailing vessel,338,Lost - crew saved.
SV1122,William and Ann : 1819,Edinburgh/Leith,Davis Strait,Only whaling,1819,7,85,,,,,SM0501,,"Wake, R",SS287,William and Ann,sailing vessel,364,
SV1170,John : 1819,Greenock,East Greenland,East Greenland,1819,13,112,164,,,,SM0228,,"Jackson, T",SS146,John,sailing vessel,316,
SV1127,Earl Percy : 1819,Kirkcaldy,East Greenland,Only whaling,1819,8,103,,,,,SM0121,,"Cunningham, T",SS073,Earl Percy,sailing vessel,319,
SV1128,Sisters : 1819,Kirkcaldy,Davis Strait,Only whaling,1819,0,0,,,,,SM0415,,"Sime, W",SS243,Sisters,sailing vessel,303,Lost - crew saved.
SV1129,Triad : 1819,Kirkcaldy,Davis Strait,Only whaling,1819,5,49,,,,,SM0137,,"Davidson, D",SS273,Triad,sailing vessel,282,
SV1169,Ellen : 1819,Kirkwall,East Greenland,East Greenland,1819,4,65,106,,,,SM0433,,"Spence, J",SS085,Ellen,sailing vessel,274,
SV1138,Eliza Swan : 1819,Montrose,East Greenland,Only whaling,1819,3,55,,,,,SM0051,,"Birnie, J",SS083,Eliza Swan,sailing vessel,306,
SV1139,London : 1819,Montrose,East Greenland,Only whaling,1819,12,77,,,,,SM0388,,"Robertson, R",SS164,London,sailing vessel,345,
SV1140,Monarch : 1819,Montrose,East Greenland,Only whaling,1819,5,88,,,,,SM0538,,"Young, A",SS180,Monarch,sailing vessel,311,
SV1141,Spencer : 1819,Montrose,East Greenland,Only whaling,1819,5,57,,,,,SM0238,,"Keith, A",SS248,Spencer,sailing vessel,340,
SV1156,Active : 1819,Peterhead,East Greenland,East Greenland,1819,11,128,2367,,,,SM0189,,"Gray, D",SS004,Active,sailing vessel,311,
SV1157,Alert : 1819,Peterhead,East Greenland,East Greenland,1819,5,91,8,,,,SM0357,,"Penny, W",SS011,Alert,sailing vessel,314,
SV1158,Alpheus : 1819,Peterhead,East Greenland,East Greenland,1819,5,46,61,,,,SM0161,?,"Duran, A  ?",SS021,Alpheus,sailing vessel,254,
SV1159,Dexterity : 1819,Peterhead,East Greenland,East Greenland,1819,4,59,88,,,,SM0180,,"Geary, A",SS059,Dexterity,sailing vessel,321,
SV1160,Gleaner : 1819,Peterhead,East Greenland,East Greenland,1819,8,89,131,,,,SM0412,,"Shand, J",SS110,Gleaner,sailing vessel,262,
SV1161,Hannibal : 1819,Peterhead,East Greenland,Only whaling,1819,0,0,,,,,SM0390,,"Robertson, T",SS115,Hannibal,sailing vessel,315,Clean.
SV1162,Hope : 1819,Peterhead,East Greenland,East Greenland,1819,6,26,47,,,,SM0282,,"Mackie, A",SS125,Hope,sailing vessel,242,
SV1163,Invincible : 1819,Peterhead,East Greenland,East Greenland,1819,3,54,86,,,,SM0215,,"Hogg, J",SS131,Invincible,sailing vessel,306,
SV1164,Jean : 1819,Peterhead,East Greenland,East Greenland,1819,2,12,13,,,,SM0068,,"Bruce, R",SS145,Jean,sailing vessel,236,
SV1165,Perseverance : 1819,Peterhead,East Greenland,East Greenland,1819,1,9,14,,,,SM0318,,"Milne, W",SS200,Perseverance,sailing vessel,240,
SV1166,Resolution : 1819,Peterhead,East Greenland,East Greenland,1819,8,101,150,,,,SM0361,,"Philips, T",SS228,Resolution,sailing vessel,400,
SV1167,Superior : 1819,Peterhead,East Greenland,East Greenland,1819,12,75,103,,,,SM0289,,"Manson, D",SS256,Superior,sailing vessel,306,
SV1168,Union : 1819,Peterhead,East Greenland,East Greenland,1819,9,90,124,,,,SM0283,,"Mackie, T",SS280,Union,sailing vessel,224,
SV1196,Alexander : 1820,Aberdeen,Davis Strait,Only whaling,1820,13,156,,,,,SM0523,,"Webster, L",SS014,Alexander,sailing vessel,282,
SV1197,Bon Accord : 1820,Aberdeen,Davis Strait,Only whaling,1820,19,230,,,,,SM0349,,"Parker, J",SS033,Bon Accord,sailing vessel,363,
